Code poste;Nom poste;FONCTION;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste (DD)
CHERB;CHERBOURG;Poste de transformation;EN EXPLOITATION;90kV;-1.6248988098819406;49.63359470818019;49.63359470818019, -1.6248988098819406
CHERR;CHERRE;Poste de transformation;EN EXPLOITATION;90kV;0.6424952439415423;48.137237358575966;48.137237358575966, 0.6424952439415423
CHESN;CHESNOY (LE);Poste de transformation;EN EXPLOITATION;400kV;2.865311712016253;48.389289168106636;48.389289168106636, 2.865311712016253
CHEVA;CHEVALET;Poste de transformation;EN EXPLOITATION;400kV;2.6383006487266183;50.179675176565496;50.179675176565496, 2.6383006487266183
CHEVI;CHEVILLY;Poste de transformation;EN EXPLOITATION;225kV;2.365301351943579;48.774054649850996;48.774054649850996, 2.365301351943579
CHIN2;CHINON B;Poste de transformation;EN EXPLOITATION;400kV;0.16750030491995097;47.229094302597765;47.229094302597765, 0.16750030491995097
CHIN5;CHINON;Poste de transformation;EN EXPLOITATION;90kV;0.2438064039632491;47.17186212997115;47.17186212997115, 0.2438064039632491
CHOO2;CHOOZ B;Poste de transformation;EN EXPLOITATION;400kV;4.791711346506791;50.08746632865208;50.08746632865208, 4.791711346506791
CIOTA;CIOTAT (LA);Poste de transformation;EN EXPLOITATION;63kV;5.599411478805777;43.1855784481204;43.1855784481204, 5.599411478805777
CISSA;CISSAC;Poste de transformation;EN EXPLOITATION;225kV;-0.8435296467948202;45.21850492381679;45.21850492381679, -0.8435296467948202
CIVRA;CIVRAY;Poste de transformation;EN EXPLOITATION;90kV;0.25980265537305214;46.15039257176277;46.15039257176277, 0.25980265537305214
CIZE;CIZE;Poste de transformation;EN EXPLOITATION;225kV;5.462854406617704;46.204881990730044;46.204881990730044, 5.462854406617704
CLAV5;CLAVAUX (LES) (PORTIQUE);Poste de transformation;EN EXPLOITATION;63kV;5.873909932265259;45.07480982964366;45.07480982964366, 5.873909932265259
CNREI;CHANTEREINE;Poste de transformation;EN EXPLOITATION;63kV;2.8844223339437085;49.48639022990745;49.48639022990745, 2.8844223339437085
COGNA;COGNAC;Poste de transformation;EN EXPLOITATION;90kV;-0.34964740176385406;45.69545542823878;45.69545542823878, -0.34964740176385406
COIG5;COIGNIERES;Poste de transformation;EN EXPLOITATION;63kV;1.9209023853065677;48.73702471491964;48.73702471491964, 1.9209023853065677
COIN5;COINDRE (CLIENT) SUREQUIPEMENT;Poste de transformation;EN EXPLOITATION;HORS TENSION;2.666887999893624;45.35322800013425;45.35322800013425, 2.666887999893624
COLAY;COLAYRAC;Poste de transformation;EN EXPLOITATION;225kV;0.5638995763692052;44.227518674841946;44.227518674841946, 0.5638995763692052
COLLO;COLLONGES;Poste de transformation;EN EXPLOITATION;63kV;5.256147265088038;47.22658620822177;47.22658620822177, 5.256147265088038
COMB6;COMBE (LA);Poste de transformation;EN EXPLOITATION;63kV;2.220118891216604;43.95075964052857;43.95075964052857, 2.220118891216604
COMM7;COMMERVEIL;Poste de transformation;EN EXPLOITATION;225kV;0.3759196354334536;48.31666880059247;48.31666880059247, 0.3759196354334536
COMPE;COMPERTRIX;Poste de transformation;EN EXPLOITATION;63kV;4.347386260744315;48.94140830312051;48.94140830312051, 4.347386260744315
CONCE;CONCEPTION;Poste de transformation;EN EXPLOITATION;225kV;5.397118325546107;43.29282037312534;43.29282037312534, 5.397118325546107
CONF5;CONFLUENT;Poste de transformation;EN EXPLOITATION;225kV;5.702911658543917;45.196965523764625;45.196965523764625, 5.702911658543917
CONF6;CONFOLENS;Poste de transformation;EN EXPLOITATION;90kV;0.6717593349236994;45.99272137249375;45.99272137249375, 0.6717593349236994
CONTA;CONTAMINE;Poste de transformation;EN EXPLOITATION;225kV;6.554309457387995;45.49403972366231;45.49403972366231, 6.554309457387995
CONTE;CONTES;Poste de transformation;EN EXPLOITATION;63kV;7.335091265001657;43.78284854466137;43.78284854466137, 7.335091265001657
COR.P;CORDEMAIS-POSTE;Poste de transformation;EN EXPLOITATION;400kV;-1.870560279202475;47.28581387617508;47.28581387617508, -1.870560279202475
CORNE;CORNEILLE;Poste de transformation;EN EXPLOITATION;90kV;1.0212670112288955;49.38279205023061;49.38279205023061, 1.0212670112288955
COSNE;COSNE;Poste de transformation;EN EXPLOITATION;63kV;2.934209947198024;47.41628400784426;47.41628400784426, 2.934209947198024
COTE;COTE (LA);Poste de transformation;EN EXPLOITATION;90kV;1.4865197124358593;46.247135217252115;46.247135217252115, 1.4865197124358593
COUCH;COUCHEY;Poste de transformation;EN EXPLOITATION;225kV;4.9997649578057155;47.255175158426;47.255175158426, 4.9997649578057155
COUR;COUR (LA);Poste de transformation;EN EXPLOITATION;90kV;0.23703076454576827;46.23344092393703;46.23344092393703, 0.23703076454576827
CPBLA;CHAMPBLAIN;Poste de transformation;EN EXPLOITATION;225kV;4.812077454618645;45.21691627144363;45.21691627144363, 4.812077454618645
CPIGN;CHAMPIGNEULLES;Poste de transformation;EN EXPLOITATION;63kV;6.1715325617087595;48.7225958949346;48.7225958949346, 6.1715325617087595
CPNOL;CHAMPAGNOLE;Poste de transformation;EN EXPLOITATION;225kV;5.907554934597474;46.75826234000245;46.75826234000245, 5.907554934597474
CRAON;CRAON;Poste de transformation;EN EXPLOITATION;90kV;-0.9666099929804948;47.84435977282584;47.84435977282584, -0.9666099929804948
CREC5;CRECHY;Poste de transformation;EN EXPLOITATION;63kV;3.4237950760611056;46.25183327095907;46.25183327095907, 3.4237950760611056
CREUT;CREUTZWALD;Poste de transformation;EN EXPLOITATION;63kV;6.707457035690799;49.19130267143305;49.19130267143305, 6.707457035690799
CRIME;CRIMEE;Poste de transformation;EN EXPLOITATION;225kV;2.377611472178308;48.890054632809516;48.890054632809516, 2.377611472178308
CROZO;CROZON;Poste de transformation;EN EXPLOITATION;63kV;-4.42540529175853;48.24723444226086;48.24723444226086, -4.42540529175853
CRUSE;CRUSEILLES;Poste de transformation;EN EXPLOITATION;225kV;6.0979941262549655;46.04037069658589;46.04037069658589, 6.0979941262549655
CSLL5;CASTELLAS;Poste de transformation;EN EXPLOITATION;63kV;3.5685919906223145;43.33586356223972;43.33586356223972, 3.5685919906223145
CSLN6;CASTELNAUDARY;Poste de transformation;EN EXPLOITATION;63kV;1.9591534073629762;43.30948088280589;43.30948088280589, 1.9591534073629762
CSLS5;CASTELSARRASIN (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;1.1084556596048933;44.047697335214906;44.047697335214906, 1.1084556596048933
CST;CASTET (PORTIQUE);Poste de transformation;EN EXPLOITATION;63kV;-0.4214562404993839;43.074989255849935;43.074989255849935, -0.4214562404993839
CTAUR;CHATEAURENARD;Poste de transformation;EN EXPLOITATION;225kV;4.85693304187162;43.86428849042657;43.86428849042657, 4.85693304187162
CUSSE;CUSSET-HYDRAULIQUE;Poste de transformation;EN EXPLOITATION;63kV;4.91390381599304;45.76718962790174;45.76718962790174, 4.91390381599304
CXDAN;CHAUDANNE (LA);Poste de transformation;EN EXPLOITATION;150kV;6.544077775404158;43.847847918323076;43.847847918323076, 6.544077775404158
CXME;CHAUME (LA);Poste de transformation;EN EXPLOITATION;90kV;1.9717893090151208;46.58388066409615;46.58388066409615, 1.9717893090151208
CXMO5;CHAUMONT;Poste de transformation;EN EXPLOITATION;63kV;5.152566767606575;48.118092414900204;48.118092414900204, 5.152566767606575
CXSSE;CHAUSSEE (LA);Poste de transformation;EN EXPLOITATION;225kV;4.511727808157122;48.83878924567549;48.83878924567549, 4.511727808157122
CZBAI;COURBAISSE (LA);Poste de transformation;EN EXPLOITATION;63kV;7.164047134110442;43.91986104216988;43.91986104216988, 7.164047134110442
CZBES;COURBESSAC;Poste de transformation;EN EXPLOITATION;63kV;4.375013874215643;43.84189928829261;43.84189928829261, 4.375013874215643
CZONN;COURONNE (LA);Poste de transformation;EN EXPLOITATION;63kV;0.10299174461882415;45.616026205358935;45.616026205358935, 0.10299174461882415
CZTIN;COURTINE;Poste de transformation;EN EXPLOITATION;63kV;4.794689069074379;43.92704094685415;43.92704094685415, 4.794689069074379
D.BUR;DAMPIERRE-EN-BURLY;Poste de transformation;EN EXPLOITATION;400kV;2.516793478059087;47.73365532711767;47.73365532711767, 2.516793478059087
D.FON;DOUE-LA-FONTAINE;Poste de transformation;EN EXPLOITATION;90kV;-0.25417106197597417;47.18300280367903;47.18300280367903, -0.25417106197597417
DARS5;DARSE (CLIENT);Poste de transformation;EN EXPLOITATION;90kV;0.548886028645431;49.480216944223756;49.480216944223756, 0.548886028645431
DEBON;DEBONNAIRE;Poste de transformation;EN EXPLOITATION;63kV;6.184276646543224;49.100688358408824;49.100688358408824, 6.184276646543224
DECIN;DECINES;Poste de transformation;EN EXPLOITATION;225kV;4.935683581949621;45.75112353406454;45.75112353406454, 4.935683581949621
DEGA5;DEGAGNAC;Poste de transformation;EN EXPLOITATION;63kV;1.3529305445174191;44.65220005604726;44.65220005604726, 1.3529305445174191
DEGAG;DEGAGNAC (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;1.3398689407661697;44.65452062707449;44.65452062707449, 1.3398689407661697
DERVA;DERVAL;Poste de transformation;EN EXPLOITATION;90kV;-1.669964179678776;47.6514494611105;47.6514494611105, -1.669964179678776
DIEPP;DIEPPE;Poste de transformation;EN EXPLOITATION;90kV;1.1000425578748148;49.91456648277371;49.91456648277371, 1.1000425578748148
DINAR;DINARD;Poste de transformation;EN EXPLOITATION;63kV;-2.058725279164025;48.61580842246162;48.61580842246162, -2.058725279164025
DORDI;DORDIVES;Poste de transformation;EN EXPLOITATION;90kV;2.7631482070124793;48.121745430941395;48.121745430941395, 2.7631482070124793
DOUAI;DOUAIRES;Poste de transformation;EN EXPLOITATION;90kV;-1.3827282602418647;48.03820375672444;48.03820375672444, -1.3827282602418647
DOUZE;DOUZE (LES);Poste de transformation;EN EXPLOITATION;90kV;2.2674678175042016;49.93397785893302;49.93397785893302, 2.2674678175042016
DRONN;DRONNIERE (LA);Poste de transformation;EN EXPLOITATION;225kV;-0.3386140082043332;49.1385402976715;49.1385402976715, -0.3386140082043332
DTPS;DTPS;Poste de transformation;EN EXPLOITATION;63kV;6.728638532927652;49.133420000610045;49.133420000610045, 6.728638532927652
DUNES;DUNES (LES);Poste de transformation;EN EXPLOITATION;225kV;2.46362832626837;51.05081575916708;51.05081575916708, 2.46362832626837
E.CON;ESCALES CONILHAC;Poste de transformation;EN EXPLOITATION;63kV;2.7186481764149177;43.2120682951135;43.2120682951135, 2.7186481764149177
E.FOR;EPINES-FORTES;Poste de transformation;EN EXPLOITATION;90kV;0.7453914009507654;47.39060328194223;47.39060328194223, 0.7453914009507654
ECRAI;ECRAINVILLE;Poste de transformation;EN EXPLOITATION;90kV;0.3293461261949806;49.64276199173948;49.64276199173948, 0.3293461261949806
EGUIL;EGUILLES;Poste de transformation;EN EXPLOITATION;63kV;5.355564055530855;43.54409110991006;43.54409110991006, 5.355564055530855
ELANC;ELANCOURT;Poste de transformation;EN EXPLOITATION;225kV;1.9516825338325783;48.77432333073685;48.77432333073685, 1.9516825338325783
ENTRA;ENTRAIGUES;Poste de transformation;EN EXPLOITATION;63kV;6.383640465384944;43.421361229963345;43.421361229963345, 6.383640465384944
EPERN;EPERNAY;Poste de transformation;EN EXPLOITATION;63kV;3.961780879164445;49.05066632368623;49.05066632368623, 3.961780879164445
ERRON;ERRONDENIA;Poste de transformation;EN EXPLOITATION;150kV;-1.7586158388720718;43.36124723558228;43.36124723558228, -1.7586158388720718
ERSTE;ERSTEIN;Poste de transformation;EN EXPLOITATION;63kV;7.633094571502703;48.42643977113322;48.42643977113322, 7.633094571502703
ESPON;ESPONDEILHAN (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;3.251350941645711;43.44223522937302;43.44223522937302, 3.251350941645711
ESTR5;ESTREES;Poste de transformation;EN EXPLOITATION;63kV;2.659327519268037;49.430895565276224;49.430895565276224, 2.659327519268037
ESTRE;ESTRESSIN;Poste de transformation;EN EXPLOITATION;63kV;4.855483968777076;45.54171640491696;45.54171640491696, 4.855483968777076
ETIVA;ETIVAL;Poste de transformation;EN EXPLOITATION;225kV;6.871448228722839;48.379058445818835;48.379058445818835, 6.871448228722839
ETUPE;ETUPES;Poste de transformation;EN EXPLOITATION;225kV;6.848120498580907;47.50746938760239;47.50746938760239, 6.848120498580907
EUROC;EUROCERAL;Poste de transformation;EN EXPLOITATION;HORS TENSION;3.960477000031657;43.65497200034924;43.65497200034924, 3.960477000031657
EVIAN;EVIAN;Poste de transformation;EN EXPLOITATION;63kV;6.5754948956247095;46.39601622437372;46.39601622437372, 6.5754948956247095
EYBEN;EYBENS;Poste de transformation;EN EXPLOITATION;225kV;5.7536068701466565;45.154131344194234;45.154131344194234, 5.7536068701466565
F.AUB;FLEURY-LES-AUBRAIS;Poste de transformation;EN EXPLOITATION;90kV;1.9293666666630689;47.94686171697576;47.94686171697576, 1.9293666666630689
F.FRA;FOND-DE-FRANCE;Poste de transformation;EN EXPLOITATION;63kV;6.074875694188559;45.27978542615594;45.27978542615594, 6.074875694188559
FACT5;CELLULOSE (FACTURE);Poste de transformation;EN EXPLOITATION;63kV;-0.9728427344893646;44.63356401011183;44.63356401011183, -0.9728427344893646
FAUGA;FAUGA;Poste de transformation;EN EXPLOITATION;63kV;1.2946912612490036;43.38591659533454;43.38591659533454, 1.2946912612490036
FAYMO;FAYMOREAU;Poste de transformation;EN EXPLOITATION;90kV;-0.6228429009153172;46.54822901338876;46.54822901338876, -0.6228429009153172
FERE;FERE(-EN-TARDENOIS);Poste de transformation;EN EXPLOITATION;63kV;3.5128464741827075;49.19449884641622;49.19449884641622, 3.5128464741827075
FINS;FINS (LES);Poste de transformation;EN EXPLOITATION;63kV;6.6393806895023575;47.08561590840624;47.08561590840624, 6.6393806895023575
FIRM5;FIRMINY;Poste de transformation;EN EXPLOITATION;225kV;4.287828984515658;45.39386798576825;45.39386798576825, 4.287828984515658
FLERS;FLERS;Poste de transformation;EN EXPLOITATION;225kV;-0.551524689784875;48.7369218051188;48.7369218051188, -0.551524689784875
FLOGN;FLOGNY;Poste de transformation;EN EXPLOITATION;63kV;3.8844416835330007;47.932404832368256;47.932404832368256, 3.8844416835330007
FONT;FONT (LA);Poste de transformation;EN EXPLOITATION;225kV;3.4718533383265777;46.15885840574079;46.15885840574079, 3.4718533383265777
FORMI;FORMIGUERES;Poste de transformation;EN EXPLOITATION;63kV;2.109906767440033;42.60564703283541;42.60564703283541, 2.109906767440033
FOSSE;FOSSES (LES);Poste de transformation;EN EXPLOITATION;225kV;3.1106502493516306;48.78994358884522;48.78994358884522, 3.1106502493516306
FOUSC;FOUSCAIS;Poste de transformation;EN EXPLOITATION;225kV;3.457668331833653;43.606187694084305;43.606187694084305, 3.457668331833653
FREIG;FREIGNE;Poste de transformation;EN EXPLOITATION;90kV;-1.0550497659725617;47.55515744953185;47.55515744953185, -1.0550497659725617
FREN5;FRENECOURT;Poste de transformation;EN EXPLOITATION;90kV;-0.2947769481625179;49.15555211648854;49.15555211648854, -0.2947769481625179
FRON5;FRONTENAUD;Poste de transformation;EN EXPLOITATION;63kV;5.27556908055098;46.55650734850056;46.55650734850056, 5.27556908055098
FRONC;FRONCLES;Poste de transformation;EN EXPLOITATION;225kV;5.149165461452226;48.294493961120935;48.294493961120935, 5.149165461452226
FTAI8;FONTAINES (LES) (REGIE DE DREUX);Poste de transformation;EN EXPLOITATION;90kV;1.3814818499223478;48.744852134264946;48.744852134264946, 1.3814818499223478
FURON;FURON;Poste de transformation;EN EXPLOITATION;63kV;5.670477749297131;45.216748326875354;45.216748326875354, 5.670477749297131
G.CHE;GRAND-CHENE;Poste de transformation;EN EXPLOITATION;63kV;5.331606717737475;46.43982540653623;46.43982540653623, 5.331606717737475
G.DEN;GAULT-SAINT-DENIS;Poste de transformation;EN EXPLOITATION;225kV;1.5233428922172851;48.242648265352734;48.242648265352734, 1.5233428922172851
G.MO5;GRANDE-MOTTE;Poste de transformation;EN EXPLOITATION;63kV;4.082737187524855;43.57049331935624;43.57049331935624, 4.082737187524855
GACE;GACE;Poste de transformation;EN EXPLOITATION;90kV;0.29819715944819764;48.78160013935527;48.78160013935527, 0.29819715944819764
GANIL;GANIL;Poste de transformation;EN EXPLOITATION;90kV;-0.36424856644199477;49.21544939913804;49.21544939913804, -0.36424856644199477
GARCH;GARCHIZY;Poste de transformation;EN EXPLOITATION;225kV;3.0846459526710763;47.0314761472386;47.0314761472386, 3.0846459526710763
GARDI;GARDIOLE (COURNONTERRAL);Poste de transformation;EN EXPLOITATION;63kV;3.7596080194253294;43.53378708523574;43.53378708523574, 3.7596080194253294
GARDO;GARDON;Poste de transformation;EN EXPLOITATION;63kV;4.709387583148597;44.36890377472727;44.36890377472727, 4.709387583148597
GARGE;GARGENVILLE;Poste de transformation;EN EXPLOITATION;63kV;1.819997782913902;48.98033344162684;48.98033344162684, 1.819997782913902
GAZER;GAZERAN;Poste de transformation;EN EXPLOITATION;63kV;1.7698551116484242;48.62550662151818;48.62550662151818, 1.7698551116484242
GENET;GENET;Poste de transformation;EN EXPLOITATION;90kV;-1.00846289782961;47.17328030206684;47.17328030206684, -1.00846289782961
GENEU;GENEUILLE;Poste de transformation;EN EXPLOITATION;63kV;5.99012194930783;47.32086867087296;47.32086867087296, 5.99012194930783
GENIT;GENITOY;Poste de transformation;EN EXPLOITATION;225kV;2.733826738594887;48.83264824408397;48.83264824408397, 2.733826738594887
GERE;GERE;Poste de transformation;EN EXPLOITATION;63kV;4.913046470097622;45.5253701555819;45.5253701555819, 4.913046470097622
GERMI;GERMIGNY;Poste de transformation;EN EXPLOITATION;63kV;3.7553864920684275;47.99618245464862;47.99618245464862, 3.7553864920684275
GERST;GERSTHEIM;Poste de transformation;EN EXPLOITATION;225kV;7.726139045508455;48.40401494687304;48.40401494687304, 7.726139045508455
GESSE;GESSE;Poste de transformation;EN EXPLOITATION;63kV;2.165392362783528;42.77441105669642;42.77441105669642, 2.165392362783528
GESVR;GESVRES;Poste de transformation;EN EXPLOITATION;63kV;-1.5789257744602103;47.32148953287981;47.32148953287981, -1.5789257744602103
GIEN;GIEN;Poste de transformation;EN EXPLOITATION;225kV;2.6189420790386415;47.69728831010585;47.69728831010585, 2.6189420790386415
GIFFR;GIFFRE (LE);Poste de transformation;EN EXPLOITATION;63kV;6.494434694970627;46.12382860995034;46.12382860995034, 6.494434694970627
GIMON;GIMONT;Poste de transformation;EN EXPLOITATION;63kV;0.8696805724477807;43.62462751984293;43.62462751984293, 0.8696805724477807
GINOU;GINOUX;Poste de transformation;EN EXPLOITATION;HORS TENSION;4.819522999822434;44.75766099973528;44.75766099973528, 4.819522999822434
GISSE;GISSEY;Poste de transformation;EN EXPLOITATION;63kV;4.582357141850676;47.51488800616455;47.51488800616455, 4.582357141850676
GLAND;GLANDON;Poste de transformation;EN EXPLOITATION;45kV;6.289558246573052;45.3318162194742;45.3318162194742, 6.289558246573052
GLORI;GLORIA;Poste de transformation;EN EXPLOITATION;63kV;4.847677222382312;43.42641855464599;43.42641855464599, 4.847677222382312
GODIN;GODIN;Poste de transformation;EN EXPLOITATION;225kV;2.227663893137721;44.540987307002425;44.540987307002425, 2.227663893137721
